2017-06-29 12:42:14,134 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Idea/IntelliJ%20IDEA%202017.1/plugins/junit/lib/junit-rt.jar]
2017-06-29 12:42:14,135 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/charsets.jar]
2017-06-29 12:42:14,138 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/deploy.jar]
2017-06-29 12:42:14,149 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/access-bridge-64.jar]
2017-06-29 12:42:14,151 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/cldrdata.jar]
2017-06-29 12:42:14,158 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/dnsns.jar]
2017-06-29 12:42:14,158 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/jaccess.jar]
2017-06-29 12:42:14,158 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/jfxrt.jar]
2017-06-29 12:42:14,195 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/localedata.jar]
2017-06-29 12:42:14,197 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/nashorn.jar]
2017-06-29 12:42:14,203 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/sunec.jar]
2017-06-29 12:42:14,204 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/sunjce_provider.jar]
2017-06-29 12:42:14,206 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/sunmscapi.jar]
2017-06-29 12:42:14,207 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/sunpkcs11.jar]
2017-06-29 12:42:14,208 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/ext/zipfs.jar]
2017-06-29 12:42:14,208 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/javaws.jar]
2017-06-29 12:42:14,210 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/jce.jar]
2017-06-29 12:42:14,211 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/jfr.jar]
2017-06-29 12:42:14,212 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Java/jre/lib/jfxswt.jar]
